	-1		
http://www.farmacia-austoni.it	0	200	
http://www.farmaciasantantonio.it	0	302	https://parking.nidoma.com/www.farmaciasantantonio.it/
http://www.farmaciasirmione.com/	0	301	https://www.farmaciasirmione.com/
http://www.farmaciasanbartolomeo.net/	0	200	
http://www.farmaciasdionigi.it/it/9/la-farmacia.htm	6		
http://www.farmaciecomunalilonato.it/farmacia-san-giovanni-battista	0	301	https://www.farmaciecomunalilonato.it/farmacia-san-giovanni-battista
http://www.farmaciawagner.com/	0	200	
http://www.farmaciatinti.it/	0	200	
http://www.farmaciasantateresacomo.it	0	200	
http://www.fbpsviluppo.it/airone/	0	404	
http://www.ferghettina.it	0	301	https://www.ferghettina.it/
http://www.fgacoperture.it/	0	200	
http://www.fiorellarubino.it	0	409	
http://www.flyzonebrescia.com/	0	301	https://flyzonebrescia.com/
http://www.fmcmaranta.it/	0	200	
http://www.foddisprofessional.it	0	301	https://www.foddisprofessional.it/
http://www.figlideifiori.com	0	301	https://figlideifiori.com/
http://www.fondazione-colturi.it/	0	200	
http://www.forneriasalvetti.it/	0	301	https://www.forneriasalvetti.it/
http://www.fornaciromanedilonato.it/fornaci	0	200	
http://www.fondazioneugodacomo.it	0	200	
http://www.foschetti.it/	0	302	https://parking.nidoma.com/www.foschetti.it/
http://www.fragilemilano.com	0	301	https://www.fragilemilano.com/
http://www.francescogonzaga.gov.it/	6		
http://www.fotoexpresscomo.it/	0	404	
http://www.francinelli.it	0	301	https://www.francinelli.it/
http://www.frassiregalo.it/	0	200	
http://www.frigeriodischi.it	0	301	https://www.frigeriodischi.it/
http://www.fumagallidossi.com	0	301	https://www.fumagallidossi.com/
http://www.fratellibertuzzi.it/	0	301	http://fratellibertuzzi.it/
http://www.fruteiro.it	0	301	https://www.fruteiro.it/
http://www.fusionrestaurant.it	0	301	https://www.fusionrestaurant.it/
http://www.galleriadeltiro.it/	0	301	https://gunbankpoligono.it
http://www.gamesacademy.it/brescia/	0	200	
http://www.gamesacademy.it/legnano	0	301	http://www.gamesacademy.it/legnano/
http://www.gardaclimbing.it/falesia/gaino-camerate/	0	301	https://www.gardaclimbing.it/falesia/gaino-camerate/
http://www.gardaclimbing.it/falesia/monte-castello-di-gaino/	0	301	https://www.gardaclimbing.it/falesia/monte-castello-di-gaino/
http://www.gardaclimbing.it/settore/638/	0	301	https://www.gardaclimbing.it/settore/638/
http://www.gardavittoria.it/	6		
http://www.gardawash.com	6		
http://www.gardalake.it/hotel-maderno/	0	301	https://www.gardalake.com/it/hotel-maderno/
http://www.gardadomusmea.it	0	301	https://www.gardadomusmea.it/
http://www.garniriviera.it	0	301	https://www.garniriviera.it/
http://www.gclubtorribianche.it	0	301	https://www.gclubtorribianche.it/
http://www.gaver-hoteleuropa.com/	0	200	
http://www.gelateriacalchera.com	0	200	
http://www.flyemotion.it	28		
http://www.gelateriacarroccio.com	6		
http://www.gelateriasoleluna.it/	0	301	https://www.gelateriasoleluna.it/
http://www.gelaterievanilla.it	0	404	
http://www.gerolo.com/	0	200	
http://www.gialdini.com/	0	405	
http://www.gian-bovezzo.it/	0	301	https://www.gian-bovezzo.it/
http://www.giannicycling.it	0	301	https://www.giannicycling.it/
http://www.gelateriacalchera.it	0	200	
http://www.giardinidicorte.it	0	200	
http://www.girinarte.it/	0	200	
http://www.giropizzapark.com/	6		
http://www.giuliostoppani.com/	0	200	
http://www.glasslegnano.it	0	301	https://www.glasslegnano.it/
http://www.gnanibiketeam.it/	6		
http://www.gargnanosulgarda.it/ristoranti-lagodigarda/Pizzeria-Al-Lago.html	28		
http://www.golfbogliaco.com/	0	301	https://www.golfbogliaco.com/
http://www.gpparking.it	0	301	https://www.gpparking.it/
http://www.gioielleriabelloni.com	0	301	https://www.gioielleriabelloni.com/
http://www.greenfuelcompany.it	0	301	https://www.greenfuelcompany.it/
http://www.gdf.gov.it/reparti-del-corpo/territorio/lombardia/milano/gruppo-legnano	28		
http://www.gruppoad.eu/	6		
http://www.gruppospeleomontorfano.info/	6		
http://www.grom.it/ita/dettagli_gelateria.php?id_gelateria=23&citt%E0=Milano	0	404	
http://www.gustoitalianocanegrate.it	6		
http://www.hayes-lemmerz.com/	6		
http://www.gutteridge.it	0	301	https://www.gutteridge.com/it_IT/
http://www.hatsebrothers.com	0	405	
http://www.hc-artfactory.it/	6		
http://www.hellvadek.it/	6		
http://www.hm.com	0	403	
http://www.hdemiadanza.it/	0	200	
http://www.hobbybike.it	6		
http://www.hostariacadebaffo.it	6		
http://www.helvetialezzeno.it/	0	301	https://www.helvetialezzeno.it/
http://www.hotel-ami.it/h-153851-D/details/hotel-sole-in-toscolano-maderno.htm	0	301	https://www.hotel-ami.it/h-153851-D/details/hotel-sole-in-toscolano-maderno.htm
http://www.hotel-igea.it/	6		
http://www.hotel-giardinetto.com/	0	200	
http://www.hotel-belsoggiorno.it/	0	302	https://www.gardasol.it
http://www.hotel-residence-gargnano.com	0	200	
http://www.hotelacquaviva.com/	0	200	
http://www.hotelauroralezzeno.com/	0	301	https://www.hotelauroralezzeno.com/
http://www.hotelauroralezzeno.com	0	301	https://www.hotelauroralezzeno.com/
http://www.hastoria.it	0	301	https://www.hastoria.it/
http://www.hotelbarchetta.it/	0	301	https://www.hotelbarchetta.it/
http://www.hotelbelvederesirmione.com	0	301	https://www.hotelbelvederesirmione.com/
http://www.hotelalpino.net	0	301	http://www.hotelalpino.net/it
http://www.hotelbonardi.it/	0	200	
http://www.hotelelefante.eu/	6		
http://www.hotelcaprimilano.it	0	301	http://hotelcaprimilano.it/
http://www.hotelderbysirmione.it	0	301	https://www.hotelderbysirmione.it/
http://www.hotelfioroni.com/	0	301	https://www.hotelfioroni.com/
http://www.hotelfirenzecomo.com	0	301	https://www.hotelfirenzecomo.com/
http://www.hotelelisa.com/	0	200	
http://www.hoteldateo.it	0	301	https://www.hoteldateo.it/
http://www.hotelgrecomilano.com	0	301	https://www.hotelgrecomilano.com/
http://www.hotellaroccia.net	0	301	http://www.hotellaroccia.net/it/
http://www.hotellocanda.it	0	301	https://www.hotellocanda.it/
http://www.hotelimpero.it/hotel-impero/ristorante-hotel-impero.html	0	301	https://www.hotelimpero.it/ristorante/
http://www.hotelimpero.it/	0	301	https://www.hotelimpero.it/
http://www.hotelimpero.it/ristorante-pizzeria-al-grillo.html	0	301	https://www.hotelimpero.it/
http://www.hotelmarolda.it	0	200	
http://www.hotelsangiorgiolimone.com/	6		
http://www.hotellondonmilano.com	0	200	
http://www.hotelportoazzurro.it	0	301	https://www.hotelportoazzurro.it//
http://www.hotelunicobydori.com	0	301	https://www.hotelunicobydori.com/
http://www.hotelvalledoro.it/	6		
http://www.hotelquarcino.it/	0	301	https://www.hotelquarcino.it/
http://www.hoteltrere.it	0	301	https://www.hoteltrere.it/
http://www.hotelvillaflorida.com/	0	200	
http://www.icbovegno.gov.it/	6		
http://www.hotelvillaflori.it/ristorante	0	301	https://www.hotelvillaflori.it/ristorante
http://www.iccentro2brescia.gov.it/	6		
http://www.hotelvillaromantica.it/	0	301	https://www.veronaitaly-hotels.com/it/hotelvillaromantica.html
http://www.icpiola.gov.it/	6		
http://www.icrodengosaiano.gov.it/	6		
http://www.hsmarco.it/	6		
http://www.icmastricaravaggini.edu.it/	0	301	https://www.icmastricaravaggini.edu.it/
http://www.icp.mi.it/doria	0	404	
http://www.icsmilanospiga.gov.it/?page_id=1097	6		
http://www.idueleccesi.it/	6		
http://www.idealcarautomobili.com/	0	301	https://idealcarautomobili.it/
http://www.idudelacontrada.it	0	200	
http://www.ilbarmilano.it/	0	301	https://www.ilbarmilano.it/
http://www.ilbirrificio.it	0	301	https://www.ilbirrificio.it/
http://www.ilcasoncello.it	6		
http://www.ilcarrettiere.eu	0	200	
http://www.idrovolanteiseo.it/	0	200	
http://www.ilcondomicio.it	0	301	https://www.ilcondomicio.com/
http://www.ilgaribaldi.it	0	301	https://www.ilgaribaldi.it/
http://www.ilgrandecerchio.org/	0	200	
http://www.ilgigante.net/punti_vendita/scheda_pv.aspx?id=111	0	301	https://www.ilgigante.net
http://www.ilfaita.it/	0	200	
http://www.ilgrottodicadrezzate.it	6		
http://www.illorenzaccio.it/	0	301	https://www.illorenzaccio.it:443/
http://www.ilmondodeigiochimilano.it/	6		
http://www.ilparadossochiari.it/	6		
http://www.ilmulinodicadrezzate.it	0	301	https://www.ilmulinodicadrezzate.it/
http://www.ilcolmetto.it/index.php	0	301	https://www.ilcolmetto.it/
http://www.ilpiattopronto.it/	6		
http://www.ilprioreristorante.it/	6		
http://www.ilpertini.it	0	301	http://www.comune.cinisello-balsamo.mi.it/spip.php?rubrique107
http://www.ilmercatoverde.com	0	200	
http://www.immobiliarelagodigarda.it/	0	301	https://www.besthouse.it/
http://www.impiantielettriciparolini.it/index.html	0	200	
http://www.infotremosine.it/	0	301	https://infotremosine.com
http://www.inazareni.it	0	301	https://inazareni.it/
http://www.ingegnoli.it/	0	302	https://www.ingegnoli.it/
http://www.innsecilindri.com/	0	404	
http://www.ilsolitoposto.net/	0	301	https://www.ilsolitoposto.net/
http://www.internationalhoteliseo.it/	0	200	
http://www.imatex.it	0	301	https://jacqart.com/
http://www.invaltrompia.it/rubriche/fortificazioni/domaro.htm	0	301	https://www.invaltrompia.it/rubriche/fortificazioni/domaro.htm
http://www.invaltrompia.it/rubriche/fortificazioni/anveno.htm	0	301	https://www.invaltrompia.it/rubriche/fortificazioni/anveno.htm
http://www.intrecci.net/	0	301	https://www.intrecci.net/
http://www.ipssardemedici.eu/	6		
http://www.irismhotel.it/	0	301	https://www.irishotelfranciacorta.it/
http://www.iridehotels.it/	0	200	
http://www.isilvani.it/	6		
http://www.iroman.it	0	200	
http://www.isolaverdecomo.com/	0	302	https://www.isolaverdecomo.com/
http://www.isisbisuschio.it/	0	301	https://www.isisbisuschio.gov.it
http://www.istitutogolgibrescia.gov.it/	6		
http://www.iseocai.net/index.html	0	200	
http://www.innovagroup.it/caino.html	0	404	
http://www.jacarebar.it	6		
http://www.itcombrescia.it/	0	200	
http://www.istmarcopolo.it/home.html	0	301	https://istmarcopolo.it/home.html
http://www.iubilantes.it	0	301	https://www.iubilantes.it/
http://www.jysk.it	0	301	https://jysk.it/
http://www.jacksontattoo.it/	6		
http://www.kzerba.com/	6		
http://www.kemper.it/	0	301	https://www.kemper.it/
http://www.kimscout.it	0	301	https://kimscout.it/
http://www.kidscot.it	6		
http://www.labema.it/	0	301	https://www.labema.it/
http://www.labancadeisapori.it/	6		
http://www.labasia.it/centro_ippico.htm	0	200	
http://www.labregaglia.ch/?p=35412	0	301	https://archivio.labregaglia.ch?p=35412
http://www.lacasadellemeraviglie.org	0	200	
http://www.labregaglia.ch/?p=52176	0	301	https://archivio.labregaglia.ch?p=52176
http://www.lacasadelneonato.it/	0	301	https://www.lacasadelneonato.it/
http://www.lacascinadeigelsi.com/	0	503	
http://www.lacornucopia-como.it	0	301	https://sensorestaurant.ca/
http://www.ladamadellago.com/	0	404	
http://www.lacatilina.it/	6		
http://www.laforneriarigali.com/	6		
http://www.lagomandarino.net/home	6		
http://www.lafattoriaditullio.it	6		
http://www.lamagolfa.it/	0	301	https://www.lamagolfa.it/
http://www.lamuragliacantu.it/	0	301	https://www.lamuragliacantu.it/
http://www.landoflive.it	0	403	
http://www.lachiocciolacomo.it	0	301	https://www.lachiocciolacomo.it/
http://www.lapergolaristorantepizzeria.it	6		
http://www.larusticafranchising.com/filialeLeno.html	6		
http://www.lapiola.it	0	301	https://www.lapiola.it/
http://www.latavernadelborgo.net	6		
http://www.lapergolapizzeria.it/	0	301	https://www.lapergolapizzeria.it/
http://www.lasosta.it	0	301	https://www.lasosta.it/
http://www.lattepiulive.it	0	200	
http://www.laforgiadeglieroi.it	0	301	https://laforgiadeglieroi.it/
http://www.latteriaartigianalemolloy.it	6		
http://www.latorrefazione.it	0	308	https://www.latorrefazione.it
http://www.laurohotel.it/	0	301	https://www.laurohotel.it/
http://www.lecatene.it/	6		
http://www.leoshop.it	0	301	https://www.leoshop.it/
http://www.legendclubmilano.com	0	200	
http://www.leadersport.it	0	301	http://www.xellesport.com/
http://www.liceobagatta.gov.it	6		
http://www.lightcontract.it/	6		
http://www.lesostealmare.it	0	301	https://www.lesostealmare.com/
http://www.licospars.com/	0	200	
http://www.limone.com/fed/hotel_florida/it/	0	302	hotel.asp
http://www.livingcomo.net	6		
http://www.lissana.com	0	403	
http://www.lesposediannadamato.it/	0	200	
http://www.lilamilano.it	0	301	https://www.lilamilano.it/
http://www.locandagenzialla.it/	6		
http://www.locandadavittorio.it/	0	308	https://www.locandadavittorio.it
http://www.livolsi.it	0	301	https://www.livolsi.it/
http://www.locandadelcontrabbandiere.com/	0	200	
http://www.locandaruscello.com	0	301	https://www.locandaruscello.com/
http://www.locandasole.it/	6		
http://www.locandapozzetto.it/	0	301	https://www.locandapozzetto.it/
http://www.loginmilano.com	0	200	
http://www.locatellisnc.it/	0	200	
http://www.locandavalgrande.it/	0	200	
http://www.lombardiabeniculturali.it/architetture/schede/1n080-00012	0	302	https://www.lombardiabeniculturali.it/architetture/schede/1n080-00012
http://www.lombardiabeniculturali.it/architetture/schede/CO250-00019/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/CO250-00019/
http://www.lombardiabeniculturali.it/architetture/schede/LC120-00063/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/LC120-00063/
http://www.lombardaprefabbricati.it/	0	200	
http://www.lombardiabeniculturali.it/architetture/schede/MI100-02359/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-02359/
http://www.lombardiabeniculturali.it/architetture/schede/LC120-00484/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/LC120-00484/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-02624/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-02624/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-03089/ https://comune.garbagnate-milanese.mi.it/vivere-la-citta/beni-artistici-e-monumentali/santuario-della-beata-vergine-maria-del-rosario/	3		
http://www.lombardiabeniculturali.it/architetture/schede/MI100-02898/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-02898/
http://www.locandalacasetta.it	0	200	
http://www.lombardiabeniculturali.it/architetture/schede/MI100-02920/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-02920/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-05167/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-05167/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-05892/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-05892/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-07259/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-07259/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-07268/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-07268/
http://www.lombardiabeniculturali.it/architetture/schede/MI100-05973/	0	302	https://www.lombardiabeniculturali.it/architetture/schede/MI100-05973/
http://www.loptex.it	0	301	https://www.loptex.it/
http://www.lombardianuoto.it/impianti/la-piscinetta-di-busto/	0	301	https://www.lombardianuoto.it/impianti/la-piscinetta-di-busto/
http://www.lozio.gov.it	6		
http://www.luini.it/	0	200	
http://www.lostagno.it/	0	301	http://www.lostagno.it/cms1/
http://www.lscgalilei.it/	0	200	
http://www.lovelyflat.org/	0	200	
http://www.maggioniristorante.com/	6		
http://www.magicasaimmobiliare.com/	6		
http://www.macelleriavanoli.it/	6		
http://www.malonno.gov.it/pages/home.asp	6		
http://www.luisaspagnoli.it/	0	301	https://www.luisaspagnoli.it/
http://www.mamamilano.it/	0	301	https://www.mamamilano.it/
http://www.magazzinigenerali.it/	0	301	https://www.magazzinigenerali.it/
http://www.marcellinesantanna.it/	6		
http://www.maininiauto.it/	0	301	https://www.maininiauto.it/
http://www.mangiaridistrada.com/	0	200	
http://www.marilyns.it	0	301	https://www.marilyns.it/
http://www.martinellisupermercati.it/	0	301	https://www.martinellisupermercati.it/
http://www.manuelinafocacceria.it/	0	301	https://www.manuelinafocacceria.it/
http://www.martinomidali.com	0	301	https://www.martinomidali.com/it/
http://www.matematica.unimi.it	0	301	https://matematica.unimi.it/
http://www.mbe.it/index.php?id=1014&store=ITMBE0770	0	403	
http://www.masaniellocuopp.it/	0	200	
http://www.mecc-lan.it/	0	301	http://mecclangroup.com/
http://www.materdivinaegratiae.it/mdgweb/	0	404	
http://www.medagliani.com/	0	301	https://www.medagliani.com/
http://www.mediabonvesin.it	6		
http://www.mccormacks.it/	0	200	
http://www.medioevovarese.it/it/affittacamere	0	301	https://www.medioevovarese.it/it/affittacamere
http://www.medioevovarese.it/	0	301	https://www.medioevovarese.it/
http://www.memoriacollettivaclarense.it/cripta-di-santagape	6		
http://www.meet2bizshop.com/	0	302	https://meet2bizshop-com.l.ink/
http://www.micosport.com/	0	301	https://www.mico.it/
http://www.metra.it/	0	200	
http://www.metalpi.it/	0	200	
http://www.milkmilano.com	0	301	https://www.milkmilano.com/
http://www.missidenti.com/chi-siamo	6		
http://www.millenniumresidence.it	0	301	https://www.millenniumresidence.it/
http://www.metropolitanamilanese.it/pub/page/it/MM/acque_reflue_depurazione	0	404	
http://www.milanosport.it/impianto/34/argelati/	0	301	Https://www.milanosport.it/impianto/34/argelati/
http://www.mitsuisangregorio.it	6		
http://www.molinofllibraga.it/	6		
http://www.monteisola.com	0	405	
http://www.monte-orfano.it/wp-content/uploads/2018/12/carta_sentieri.pdf	6		
http://www.miticocchio.it	0	301	https://www.miticocchio.it/
http://www.montichiari.it/index2.php?action=story&cat=17&file=teatro	0	307	https://www.montichiari.it:443/index2.php?action=story&cat=17&file=teatro
http://www.montisolabarche.it	0	200	
http://www.motoclubceriano.it/pagine.asp?id=230	6		
http://www.movibus.it	0	301	https://movibus.it/
http://www.mondovegan.it/	0	301	https://mondovegan.it/
http://www.mplpasotti.it/	0	200	
http://www.morettiacciai.com	0	301	https://morettiacciai.com/
http://www.muji.it	0	307	https://www.muji.it/
http://www.morganamotel.com/	0	200	
http://www.mulinobeerbanti.it	0	301	https://www.mulinobeerbanti.it/
http://www.mulinofenotti.it/	6		
http://www.museoresistenza.it/dove-siamo-3	0	301	https://www.museoresistenza.it/dove-siamo-3
http://www.museoarcheologico.valcamonicaromana.beniculturali.it/index.php?it/1/home	0	200	
http://www.musilrodengosaiano.it	0	301	http://www.musilbrescia.it/sedi/rodengo_saiano/
http://www.multaridavide.it/	0	200	
http://www.nashiargan.it	0	301	http://nashiargan.it/
http://www.naturasi.it/it/negozi/milano/milano/milano/0022489	0	301	https://www.naturasi.it/it/negozi/milano/milano/milano/0022489
http://www.myenglishschool.it/milano/	0	404	
http://www.newrockbrescia.it/	0	301	https://www.newrockbrescia.it/
http://www.mysticburger.com/	0	301	https://www.mysticburger.com/
http://www.nidaba.it/	0	301	https://www.nidaba.it/
http://www.nonsolocopiebovisa.it	6		
http://www.navertino.it/	0	200	
http://www.nonsolodolce.it	0	200	
http://www.notog.it	0	301	https://www.notog.it/
http://www.novauto-varese.com/	0	200	
http://www.nottingham-forest.com	0	301	https://nottingham-forest.com/
http://www.nirox.it/	0	200	
http://www.numeronovecomo.it/	0	301	https://www.numeronovecomo.it/
http://www.nuovalibreriarinascita.it/	0	200	
http://www.nuovaterra.it/	0	301	https://www.nuovaterra.it/
http://www.nuovopalaghiacciomontichiari.it	6		
http://www.obitel.it/	0	200	
http://www.nowirgallery.com	0	301	https://www.nowirgallery.com/
http://www.offroad-cafe.com	6		
http://www.mpmanagement.com	28		
http://www.officineanalfabeta.it	6		
http://www.omps.it	0	301	https://www.omps.it/
http://www.omnicat.it/avsbrescia/	0	200	
http://www.onoranzefunebricanegrate.it	0	301	https://www.onoranzefunebriala.it
http://www.ombrellificiogottani.it/	0	200	
http://www.operbacco.com/	6		
http://www.onoranzefunebripinzi.it/	0	301	https://www.onoranzefunebripinzi.it/
http://www.ortholab.it	0	200	
http://www.oratoriogavardo.it	0	200	
http://www.osculati.com	0	403	
http://www.ossimo.gov.it/pages/home.asp	6		
http://www.ostellobello.com	0	301	https://www.ostellobello.com/
http://www.ortodossa-ambrogio.org/	0	301	http://ortodossa-ambrogio.org/
http://www.onlycopy.net/	0	200	
http://www.osteriadellangiolina.it/	0	200	
http://www.osteriadelgallo-como.it	0	404	
http://www.ostellodivallecamonica.com/it/	0	200	
http://www.osteriailmonastere.altervista.org/	6		
http://www.osteriadelquartino.it/	6		
http://www.osterialossbuss.com	6		
http://www.osteriadelmaistri.it/	0	200	
http://www.osteriapietrarossa.it/	0	301	https://www.osteriapietrarossa.it/
http://www.otticaantoniana.it/	0	302	https://www.otticaantoniana.com
http://www.ottavonanobrescia.it/	0	302	https://www.facebook.com/LOttavoNanoBrescia
http://www.otticaantonioli.com/	0	301	https://www.otticaantonioli.com/
http://www.otticavillani.it	6		
http://www.paesidivaltellina.it/rifugioilbiondo/	0	200	
http://www.paesidivaltellina.it/civo/caspano.htm	0	200	
http://www.palestracento.it/	6		
http://www.palestrafuturagiussano.it	0	200	
http://www.palmarusso.it/	0	301	https://www.palmarusso.it/
http://www.paneberetta.it	0	301	https://www.paneberetta.it/
http://www.palestre53.it/	0	200	
http://www.panetrita.it	0	301	https://www.panetrita.it/
http://www.panificiodacunto.it/	6		
http://www.palloncineria.com/	0	200	
http://www.paninidurini.it/	0	301	https://www.paninidurini.it/
http://www.nucleokids.com	28		
http://www.parallelo43.it/	0	301	https://www.parallelo43.it/
http://www.parcoaltogarda.eu/	0	301	https://www.parcoaltogarda.eu/
http://www.parcoarcheologicocividate.valcamonicaromana.beniculturali.it/index.php?it/1/home	0	200	
http://www.parcobici.it	0	301	https://www.parcobici.it/
http://www.parcocampodeifiori.it/download.aspx?filename=files/3826_guidasent14.doc	0	404	
http://www.parcocampodeifiori.it/download.aspx?filename=files/3828_guidasent15.doc	0	404	
http://www.parcocampodeifiori.it/download.aspx?filename=files/3830_guidasent16.doc	0	404	
http://www.parcocampodeifiori.it/par/villaggio-cagnola.aspx	0	404	
http://www.parcol.com/	0	308	https://www.parcol.com/
http://www.parcomontenetto.it/cms/	0	200	
http://www.parcoarcheologico.massidicemmo.beniculturali.it/index.php?it/1/home	0	200	
http://www.parrocchiabagnolomella.it/bar	0	301	http://www.parrocchiabagnolomella.it/bar/
http://www.parrocchiabagnolomella.it	0	200	
http://www.parrocchiacanegrate.it/pc/caritas/	0	301	https://www.parrocchiacanegrate.it/pc/caritas/
http://www.parrocchiacerromaggiore.com/CAPPUCCINI.HTM	0	200	
http://www.parrocchiavillanuovasulclisi.it	0	301	https://www.parrocchiavillanuovasulclisi.it/
http://www.parcolacarbonaia.it	0	500	
http://www.parrocchiavillanuovasulclisi.it/	0	301	https://www.parrocchiavillanuovasulclisi.it/
http://www.pasticceriaformis.it/	0	200	
http://www.pasticceriaborno.it/	0	301	https://www.pasticcioborno.it/
http://www.pasticceriaghidoni.com/	0	301	https://www.pasticceriaghidoni.com/
http://www.pasticceriacentrale.com/	0	200	
http://www.pasticceriagiorgia.it	0	403	
http://www.pasticceriaroan.it	0	200	
http://www.peachpit.it/	0	200	
http://www.pelliccenaoni.it/	0	200	
http://www.parcoaltomilanese.it/	0	200	
http://www.pensionesantangela.com	6		
http://www.pelucco.it/cartelle/citta/origgio/origgio_castelloBorromeo.htm	0	404	
http://www.pdbustogarolfo.it/	0	200	
http://www.peterpanbb.it	6		
http://www.piancogno.gov.it/pages/home.asp	6		
http://www.physioproject.it/it/	0	200	
http://www.piazzaabbalareclame.it/	6		
http://www.pianetaluna.it/	0	301	https://pianetaluna.it/
http://www.piazzatorreskiarea.com/	0	200	
http://www.piazzole.org/home/base-scout-carvanno	0	301	https://www.piazzole.org/home/base-scout-carvanno
http://www.peperinomilano.it	0	301	https://peperinomilano.it/
http://www.piedigrottabrescia.it/	6		
http://www.piccolaischia.it/pizzeria-via-morgagni-milano.php	0	404	
http://www.piscinadibarzano.it/Default.aspx	0	301	https://www.piscinadibarzano.it/Default.aspx
http://www.pievemitria.org/	0	200	
http://www.pisogne.gov.it/pages/home.asp	6		
http://www.piccolohotelbagolino.it/	0	200	
http://www.piscineairone.it	0	405	
http://www.pizzeriabrema.com	6		
http://www.pizzeria-paradise.it	6		
http://www.pizzcami.it	0	302	https://www.pizzcami.info
http://www.pizzeriadabenito.it	0	301	https://www.pizzeriadabenito.it/
http://www.pizzeriailsogno.it	0	301	https://www.pizzeriailsogno.it/
http://www.pizzeriaincentro.com	0	301	https://www.pizzeriaincentro.com/
http://www.pizzerialaghetto.com	0	200	
http://www.pizzerialapapizza.it/	6		
http://www.pizzeriamarrossomilano.it	6		
http://www.pizzium.com	0	301	https://www.pizzium.com/
http://www.pontedilegnobeb.com/italiano/home.html	6		
http://www.plazadisco.it/	0	200	
http://www.portodidusano.com/	6		
http://www.prestine.gov.it/pages/home.asp	6		
http://www.pop-milano.it	0	200	
http://www.prolocotemu.net/	6		
http://www.poliambulatoriotreesse.it	0	301	https://www.poliambulatoriotreesse.it/
http://www.pronobis-ristoro.it	6		
http://www.procivcanegrate.it/	0	200	
http://www.puntostiro.com/	6		
http://www.puntoerre.net/	0	301	http://gruppoliberini.it/
http://www.quarenghi.eu/	6		
http://www.protezionecivileparatico.it	0	200	
http://www.reginapacis-saronno.com/	6		
http://www.qverde.it/lavanderiadelcentro_gallery.asp?lavanderia=virgilio	0	200	
http://www.rentaboatturati.com	0	200	
http://www.residencevicoidro.it	0	301	http://www.residencevicoidro.it/it
http://www.patchoulicafe.com/	28		
http://www.residenze.polimi.it/index.php@id=207&L=0.htmlwheelchair=no	0	302	https://www.residenze.polimi.it/index.php@id=207&L=0.htmlwheelchair=no
http://www.rexbibendi.it	0	200	
http://www.residence-elettra.it	0	301	https://www.residence-elettra.it/
http://www.rifugi-omg.org	0	200	
http://www.rifugioalpegranda.it	6		
http://www.rifugio-baitone.it	0	500	
http://www.rifugioiseo.it/	0	200	
http://www.rifugioloa.it/	6		
http://www.rifugiocimarest.it/	6		
http://www.rist-holland.com	0	200	
http://www.ristorante-da-anna.it	6		
http://www.rifugioparafulmine.it	0	301	https://www.rifugioparafulmine.it/
http://www.residenzialelamargherita.it/	0	200	
http://www.ristorantearpegelagodigarda.com/	6		
http://www.ristorantealtrabotte.com/	0	301	https://www.ristorantealtrabotte.com/
http://www.ristorantebassu.it/	0	200	
http://www.ristorantealbergomotta.it/	0	200	
http://www.ristorantecasino.com/	0	200	
http://www.ristoranteci.it	0	200	
http://www.ristorantecome.it	0	301	https://www.ristorantecome.it/
http://www.ristorantecost.it	0	301	https://www.ristorantecost.it/
http://www.ristoranteen.it	6		
http://www.ristorantefrate.it	0	301	https://www.ristorantefrate.it/
http://www.ristorantealresu.it/	0	301	https://www.ristorantealresu.it/
http://www.ristoranteilpomodorino.it	6		
http://www.ristoranteisorrentino.it/	0	301	http://www.ristoranteisorrentino.com
http://www.ristoranteilcorallo.com	0	301	https://www.ristoranteilcorallo.com/
http://www.ristoranteimbarcadero.it	0	200	
http://www.ristorantelamazza.it/	0	200	
http://www.ristorantelaguardia.it	0	301	https://www.ristorantelaguardia.it/
http://www.ristorantelemargherite.it	0	200	
http://www.ristorantemiravalle.it/	0	403	
http://www.ristoranteninfea.net	6		
http://www.ristorantenewdelhi.it	0	301	https://www.ristorantenewdelhi.it/
http://www.ristorantepizzeriaairone.com/	6		
http://www.ristorantepizzeriacaecia.it/	6		
http://www.ristorantepizzerialaragosta.com/	6		
http://www.ristorantelarocchetta.it/	0	302	https://ristorantelarocchetta.it/it/
http://www.ristorantepizzeriasala.com	6		
http://www.ristorantepizzeriatramonti.it/	6		
http://www.ristorantepizzerialerondinelle.it/	0	200	
http://www.ristoranteroyal.it/	0	301	https://www.ristoranteroyal.it/
